,companyshortname,epsactual,epsestimate,epssurprisepct,gmtOffsetMilliSeconds,quoteType,startdatetime,startdatetimetype,ticker
17834,PMI Group Inc,,,,0,EQUITY,2019-04-18T16:30:00.000Z,BMO,PMIR
17835,Honeywell International Inc,1.92,1.83,4.92,0,EQUITY,2019-04-18T10:31:14.000Z,TAS,HON
17836,Iiot-Oxys Inc,,,,0,EQUITY,2019-04-18T14:59:00.000Z,TNS,ITOX
17837,Lawson Products Inc,0.44,0.29,51.72,0,EQUITY,2019-04-18T13:00:00.000Z,TAS,LAWS
17838,Medical Marijuana Inc,,,,0,EQUITY,2019-04-18T16:30:00.000Z,BMO,MJNA
17839,Intuitive Surgical Inc,2.61,2.7,-3.33,0,EQUITY,2019-04-18T20:05:43.000Z,TAS,ISRG
17840,PPG Industries Inc,1.38,1.21,14.05,0,EQUITY,2019-04-18T10:51:00.000Z,TAS,PPG
17841,ManpowerGroup Inc,1.39,1.36,2.21,0,EQUITY,2019-04-18T11:30:08.000Z,TAS,MAN
17842,Insteel Industries Inc,0.01,0.18,-94.44,0,EQUITY,2019-04-18T14:00:00.000Z,TAS,IIIN
17843,Philip Morris International Inc,1.09,0.97,12.37,0,EQUITY,2019-04-18T10:59:00.000Z,TAS,PM
17844,Popular Inc,1.69,1.45,16.55,0,EQUITY,2019-04-18T12:00:02.000Z,TAS,BPOP
17845,Snap-On Inc,,,,0,EQUITY,2019-04-18T10:30:00.000Z,TAS,SNA
17846,Skechers USA Inc,0.71,0.72,-1.39,0,EQUITY,2019-04-18T12:00:01.000Z,TAS,SKX
17847,KeyCorp,0.38,0.41,-7.32,0,EQUITY,2019-04-18T10:30:09.000Z,TAS,KEY
17848,Schlumberger NV,0.3,0.3,0.0,0,EQUITY,2019-04-18T11:00:00.000Z,TAS,SLB
17849,1st Constitution Bancorp,0.39,0.36,8.33,0,EQUITY,2019-04-19T14:59:00.000Z,TNS,FCCY
17850,Bank of Commerce Holdings,0.13,0.26,-50.0,0,EQUITY,2019-04-19T14:59:00.000Z,TNS,BOCH
17851,Prudential Bancorp Inc,,,,0,EQUITY,2019-04-20T00:00:00.000Z,AMC,PBIP
17852,Park National Corp,1.62,1.61,0.62,0,EQUITY,2019-04-19T18:15:18.000Z,TAS,PRK
17853,Norwood Financial Corp,,,,0,EQUITY,2019-04-19T14:59:00.000Z,TNS,NWFL
17854,Criteo SA,0.6,0.44,36.36,0,EQUITY,2019-04-19T12:30:04.000Z,TAS,CRTO
17855,Nutriband Inc,,,,0,EQUITY,2019-04-20T00:00:00.000Z,AMC,NTRB
17856,iGO Inc,,,,0,EQUITY,2019-04-19T20:01:00.000Z,TAS,IGOI
17857,Agree Realty Corp,0.48,0.42,14.29,0,EQUITY,2019-04-22T20:05:04.000Z,TAS,ADC
17858,Alimco Financial Corp,,,,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,ALMC
17859,American Campus Communities Inc,0.21,0.22,-4.55,0,EQUITY,2019-04-22T20:20:00.000Z,TAS,ACC
17860,AVX Corp,0.41,0.39,5.13,0,EQUITY,2019-04-22T12:30:00.000Z,TAS,AVX
17861,Western Alliance Bancorp,1.16,1.09,6.42,0,EQUITY,2019-04-22T21:28:00.000Z,TAS,WAL
17862,First Farmers and Merchants Corp,,,,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,FFMH
17863,Zions Bancorporation NA,1.04,1.05,-0.95,0,EQUITY,2019-04-23T00:00:00.000Z,AMC,ZION
17864,Independent Bank Corp (Michigan),0.39,0.45,-13.33,0,EQUITY,2019-04-22T12:00:00.000Z,TAS,IBCP
17865,Washington Trust Bancorp Inc,1.0,0.95,5.26,0,EQUITY,2019-04-22T10:00:33.000Z,TAS,WASH
17866,TrustCo Bank Corp N Y,0.15,0.16,-6.25,0,EQUITY,2019-04-22T20:00:25.000Z,TAS,TRST
17867,Sierra Bancorp,0.58,0.52,11.54,0,EQUITY,2019-04-23T00:00:00.000Z,AMC,BSRR
17868,Penns Woods Bancorp Inc,,,,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,PWOD
17869,Bank of Hawaii Corp,1.43,1.36,5.15,0,EQUITY,2019-04-22T10:45:01.000Z,TAS,BOH
17870,Fauquier Bankshares Inc,,,,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,FBSS
17871,Frederick County Bancorp Inc,,,,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,FCBI
17872,Middlefield Banc Corp,0.46,0.49,-6.12,0,EQUITY,2019-04-22T16:30:00.000Z,BMO,MBCN
17873,Independent Bank Group Inc,0.85,1.19,-28.57,0,EQUITY,2019-04-22T21:00:00.000Z,TAS,IBTX
17874,Zions Bancorporation NA,,,,0,EQUITY,2019-04-23T00:00:00.000Z,AMC,ZIONW
17875,NBT Bancorp Inc,0.66,0.63,4.76,0,EQUITY,2019-04-22T20:15:25.000Z,TAS,NBTB
17876,Bank of Marin Bancorp,0.54,0.63,-14.29,0,EQUITY,2019-04-22T12:00:01.000Z,TAS,BMRC
17877,Capital City Bank Group Inc,0.38,0.37,2.7,0,EQUITY,2019-04-22T11:00:53.000Z,TAS,CCBG
17878,Old National Bancorp,0.32,0.31,3.23,0,EQUITY,2019-04-22T10:30:16.000Z,TAS,ONB
17879,Community Bank System Inc,0.81,0.76,6.58,0,EQUITY,2019-04-22T10:45:01.000Z,TAS,CBU
17880,FNCB Bancorp Inc,,,,0,EQUITY,2019-04-23T00:00:00.000Z,AMC,FNCB
17881,Bank Of Princeton,0.03,0.53,-94.34,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,BPRN
17882,Bemis Company Inc,0.67,0.65,3.08,0,EQUITY,2019-04-22T10:00:00.000Z,TAS,BMS
17883,Harvard Illinois Bancorp Inc,,,,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,HARI
17884,United Bancshares Inc,,,,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,UBOH
17885,Peoples Bancorp of North Carolina Inc,,,,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,PEBK
17886,Brown & Brown Inc,0.41,0.36,13.89,0,EQUITY,2019-04-22T21:00:36.000Z,TAS,BRO
17887,Pacific Mercantile Bancorp,0.04,0.12,-66.67,0,EQUITY,2019-04-22T16:30:00.000Z,BMO,PMBC
17888,Whirlpool Corp,3.11,2.86,8.74,0,EQUITY,2019-04-22T20:10:00.000Z,TAS,WHR
17889,Range Resources Corp,0.36,0.24,50.0,0,EQUITY,2019-04-22T21:02:12.000Z,TAS,RRC
17890,Renasant Corp,0.77,0.77,0.0,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,RNST
17891,Oritani Financial Corp,0.28,0.29,-3.45,0,EQUITY,2019-04-22T12:00:33.000Z,TAS,ORIT
17892,Costamare Inc,0.12,0.09,33.33,0,EQUITY,2019-04-22T20:14:12.000Z,TAS,CMRE
17893,Halliburton Co,0.23,0.22,4.55,0,EQUITY,2019-04-22T10:45:00.000Z,TAS,HAL
17894,Celanese Corp,2.62,2.4,9.17,0,EQUITY,2019-04-22T20:45:00.000Z,TAS,CE
17895,US Nuclear Corp,,,,0,EQUITY,2019-04-22T16:30:00.000Z,BMO,UCLE
17896,Simmons First National Corp,0.51,0.54,-5.56,0,EQUITY,2019-04-22T21:00:26.000Z,TAS,SFNC
17897,MGT Capital Investments Inc,-0.01,-0.04,75.0,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,MGTI
17898,HNI Corp,0.02,0.01,100.0,0,EQUITY,2019-04-22T10:50:00.000Z,TAS,HNI
17899,First Defiance Financial Corp,0.57,0.55,3.64,0,EQUITY,2019-04-22T21:15:00.000Z,TAS,FDEF
17900,Kimberly-Clark Corp,1.66,1.54,7.79,0,EQUITY,2019-04-22T11:30:04.000Z,TAS,KMB
17901,Citizens Holding Co,,,,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,CIZN
17902,Enterprise Financial Services Corp,0.91,0.91,0.0,0,EQUITY,2019-04-22T21:39:00.000Z,TAS,EFSC
17903,Cadence Design Systems Inc,0.54,0.49,10.2,0,EQUITY,2019-04-22T20:05:00.000Z,TAS,CDNS
17904,TCF Financial Corp,0.42,0.45,-6.67,0,EQUITY,2019-04-22T12:00:01.000Z,TAS,TCF
17905,Community Financial Corp(Maryland),0.7,0.64,9.37,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,TCFC
17906,Steel Dynamics Inc,0.91,0.97,-6.19,0,EQUITY,2019-04-22T11:00:08.000Z,TAS,STLD
17907,Dyntek Inc,,,,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,DYNE
17908,Helix Energy Solutions Group Inc,0.01,0.0,,0,EQUITY,2019-04-22T22:03:00.000Z,TAS,HLX
17909,Equity LifeStyle Properties Inc,0.63,0.35,80.0,0,EQUITY,2019-04-22T20:16:00.000Z,TAS,ELS
17910,Lincoln Electric Holdings Inc,1.17,1.22,-4.1,0,EQUITY,2019-04-22T11:30:19.000Z,TAS,LECO
17911,Ennis Inc,0.32,0.33,-3.03,0,EQUITY,2019-04-23T00:00:00.000Z,AMC,EBF
17912,Eastgroup Properties Inc,0.62,0.53,16.98,0,EQUITY,2019-04-22T20:05:06.000Z,TAS,EGP
17913,GSRX Industries Inc,,,,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,GSRX
17914,W W Grainger Inc,4.51,4.44,1.58,0,EQUITY,2019-04-22T12:00:00.000Z,TAS,GWW
17915,HealthStream Inc,0.15,0.07,114.29,0,EQUITY,2019-04-22T20:30:00.000Z,TAS,HSTM
17916,Taoping Inc,,,,0,EQUITY,2019-04-22T14:59:00.000Z,TNS,TAOP
17917,Mobile Mini Inc,0.41,0.38,7.89,0,EQUITY,2019-04-22T20:05:00.000Z,TAS,MINI
17918,Rambus Inc,0.23,0.23,0.0,0,EQUITY,2019-04-22T20:05:00.000Z,TAS,RMBS
17919,Luby's Inc,,,,0,EQUITY,2019-04-22T15:00:00.000Z,TAS,LUB
17920,NVR Inc,47.64,34.45,38.29,0,EQUITY,2019-04-22T13:00:04.000Z,TAS,NVR
17921,Lennox International Inc,1.68,1.4,20.0,0,EQUITY,2019-04-22T11:30:06.000Z,TAS,LII
17922,Sify Technologies Ltd,,,,0,EQUITY,2019-04-22T12:23:24.000Z,TAS,SIFY
17923,Asbury Automotive Group Inc,2.2,1.92,14.58,0,EQUITY,2019-04-23T11:00:13.000Z,TAS,ABG
17924,Manhattan Associates Inc,0.41,0.34,20.59,0,EQUITY,2019-04-23T20:05:38.000Z,TAS,MANH
17925,Arrow Financial Corp,0.58,0.56,3.57,0,EQUITY,2019-04-23T16:30:00.000Z,BMO,AROW
17926,JetBlue Airways Corp,0.16,0.12,33.33,0,EQUITY,2019-04-23T11:00:00.000Z,TAS,JBLU
17927,Allison Transmission Holdings Inc,1.32,1.13,16.81,0,EQUITY,2019-04-23T10:55:00.000Z,TAS,ALSN
17928,Astec Industries Inc,0.63,0.82,-23.17,0,EQUITY,2019-04-23T11:02:06.000Z,TAS,ASTE
17929,Apex Global Brands Inc,-0.01,-0.01,0.0,0,EQUITY,2019-04-23T10:00:00.000Z,TAS,CHKE
17930,Allegheny Technologies Inc,0.12,0.11,9.09,0,EQUITY,2019-04-23T11:30:00.000Z,TAS,ATI
17931,Ameris Bancorp,0.9,0.93,-3.23,0,EQUITY,2019-04-23T11:01:08.000Z,TAS,ABCB
17932,Apex Global Brands Inc,-0.03,-0.03,0.0,0,EQUITY,2019-04-23T14:00:00.000Z,TAS,APEX
17933,Anixter International Inc,1.33,1.17,13.68,0,EQUITY,2019-04-23T10:30:00.000Z,TAS,AXE
17934,TD Ameritrade Holding Corp,0.93,0.92,1.09,0,EQUITY,2019-04-23T20:01:01.000Z,TAS,AMTD
17935,Antero Midstream Partners LP,0.16,0.25,-36.0,0,EQUITY,2019-04-24T00:00:00.000Z,AMC,AM
17936,Auburn National Bancorporation Inc,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,AUBN
17937,Arch Coal Inc,3.91,2.18,79.36,0,EQUITY,2019-04-23T16:30:00.000Z,BMO,ARCH
17938,Arch Coal Inc,3.91,2.18,79.36,0,EQUITY,2019-04-23T14:00:00.000Z,TAS,ARCH
17939,Kaiser Aluminum Corp,1.85,1.79,3.35,0,EQUITY,2019-04-23T20:30:22.000Z,TAS,KALU
17940,Accuray Inc,-0.01,-0.04,75.0,0,EQUITY,2019-04-23T20:05:03.000Z,TAS,ARAY
17941,Banc of California Inc,0.05,0.25,-80.0,0,EQUITY,2019-04-23T09:00:00.000Z,TAS,BANC
17942,SB One Bancorp,0.62,0.52,19.23,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,SBBX
17943,Randolph Bancorp Inc,-0.01,-0.21,95.24,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,RNDB
17944,Pacific Premier Bancorp Inc,0.62,0.61,1.64,0,EQUITY,2019-04-23T10:00:00.000Z,TAS,PPBI
17945,National Bank Holdings Corp,0.6,0.51,17.65,0,EQUITY,2019-04-23T20:23:12.000Z,TAS,NBHC
17946,First Community Bankshares Inc,0.52,0.52,0.0,0,EQUITY,2019-04-24T00:00:00.000Z,AMC,FCBC
17947,Bridge Bancorp Inc,0.65,0.65,0.0,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,BDGE
17948,Bright Scholar Education Holdings Ltd,0.04,0.03,33.33,0,EQUITY,2019-04-23T12:00:00.000Z,TAS,BEDU
17949,Eagle Bancorp Montana Inc,0.18,0.31,-41.94,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,EBMT
17950,Fifth Third Bancorp,0.63,0.62,1.61,0,EQUITY,2019-04-23T10:30:00.000Z,TAS,FITB
17951,Two River Bancorp,0.32,0.31,3.23,0,EQUITY,2019-04-23T16:30:00.000Z,BMO,TRCB
17952,W. R. Berkley Corp,0.66,0.66,0.0,0,EQUITY,2019-04-23T20:06:00.000Z,TAS,WRB
17953,Meridian Bancorp Inc (MARYLAND),0.29,0.28,3.57,0,EQUITY,2019-04-24T00:00:00.000Z,AMC,EBSB
17954,Magyar Bancorp Inc,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,MGYR
17955,Equity Bancshares Inc,-0.26,0.65,-140.0,0,EQUITY,2019-04-23T14:00:00.000Z,TAS,EQBK
17956,Home Bancorp Inc,0.85,0.78,8.97,0,EQUITY,2019-04-23T16:30:00.000Z,BMO,HBCP
17957,Elmira Savings Bank,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,ESBK
17958,Rocky Brands Inc,0.48,0.42,14.29,0,EQUITY,2019-04-23T20:30:00.000Z,TAS,RCKY
17959,Centerstate Bank Corp,0.51,0.52,-1.92,0,EQUITY,2019-04-24T00:00:00.000Z,AMC,CSFL
17960,Southern Missouri Bancorp Inc,0.76,0.74,2.7,0,EQUITY,2019-04-23T20:30:00.000Z,TAS,SMBC
17961,Western New England Bancorp Inc,0.13,0.13,0.0,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,WNEB
17962,Flagstar Bancorp Inc,0.64,0.63,1.59,0,EQUITY,2019-04-23T10:30:09.000Z,TAS,FBC
17963,Fifth Third Bancorp,,,,0,EQUITY,2019-04-23T10:30:00.000Z,TAS,FITBI
17964,Pinnacle Bankshares Corp,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,PPBN
17965,First Bancorp,0.75,0.71,5.63,0,EQUITY,2019-04-23T16:30:00.000Z,BMO,FBNC
17966,First Busey Corp,0.48,0.51,-5.88,0,EQUITY,2019-04-24T00:00:00.000Z,AMC,BUSE
17967,United Community Banks Inc,0.56,0.54,3.7,0,EQUITY,2019-04-23T21:00:18.000Z,TAS,UCBI
17968,Northwest Indiana Bancorp,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,NWIN
17969,Blackstone Mortgage Trust Inc,0.71,0.67,5.97,0,EQUITY,2019-04-24T00:00:00.000Z,AMC,BXMT
17970,Business First Bancshares Inc,0.41,0.4,2.5,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,BFST
17971,Surrey Bancorp,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,SRYB
17972,Guaranty Bancshares Inc,0.45,0.5,-10.0,0,EQUITY,2019-04-24T00:00:00.000Z,AMC,GNTY
17973,Sturgis Bancorp Inc,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,STBI
17974,Peoples Bancorp Inc,0.73,0.7,4.29,0,EQUITY,2019-04-23T10:59:31.000Z,TAS,PEBO
17975,First Midwest Bancorp Inc,0.46,0.45,2.22,0,EQUITY,2019-04-23T21:35:26.000Z,TAS,FMBI
17976,RBB Bancorp,0.51,0.55,-7.27,0,EQUITY,2019-04-23T18:00:00.000Z,TAS,RBB
17977,Ks Bancorp Inc,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,KSBI
17978,UMB Financial Corp,1.18,1.1,7.27,0,EQUITY,2019-04-23T13:00:00.000Z,TAS,UMBF
17979,Site Centers Corp,0.15,0.03,400.0,0,EQUITY,2019-04-23T20:05:00.000Z,TAS,SITC
17980,Hexcel Corp,0.84,0.78,7.69,0,EQUITY,2019-04-23T20:15:00.000Z,TAS,HXL
17981,Coca-Cola Co,0.48,0.46,4.35,0,EQUITY,2019-04-23T10:55:00.000Z,TAS,KO
17982,Southwest Georgia Financial Corp,,,,0,EQUITY,2019-04-23T17:00:00.000Z,TAS,SGB
17983,Northern Trust Corp,1.48,1.47,0.68,0,EQUITY,2019-04-23T11:33:00.000Z,TAS,NTRS
17984,United Technologies Corp,1.91,1.71,11.7,0,EQUITY,2019-04-23T10:55:04.000Z,TAS,UTX
17985,Lockheed Martin Corp,5.99,4.34,38.02,0,EQUITY,2019-04-23T11:30:05.000Z,TAS,LMT
17986,Six Flags Entertainment Corp,-0.82,-0.86,4.65,0,EQUITY,2019-04-23T20:05:00.000Z,TAS,SIX
17987,Carlisle Companies Inc,1.33,1.1,20.91,0,EQUITY,2019-04-23T20:01:00.000Z,TAS,CSL
17988,Centene Corp,1.39,1.34,3.73,0,EQUITY,2019-04-23T10:00:10.000Z,TAS,CNC
17989,Stryker Corp,1.88,1.84,2.17,0,EQUITY,2019-04-23T20:05:00.000Z,TAS,SYK
17990,First Financial Corp,0.79,0.82,-3.66,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,THFF
17991,Renasant Corp,0.77,0.77,0.0,0,EQUITY,2019-04-23T21:00:09.000Z,TAS,RNST
17992,MGIC Investment Corp,0.42,0.39,7.69,0,EQUITY,2019-04-23T10:45:07.000Z,TAS,MTG
17993,First National Corp,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,FXNC
17994,C&F Financial Corp,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,CFFI
17995,iRobot Corp,0.78,0.59,32.2,0,EQUITY,2019-04-23T20:01:12.000Z,TAS,IRBT
17996,CoStar Group Inc,2.53,2.44,3.69,0,EQUITY,2019-04-23T20:02:00.000Z,TAS,CSGP
17997,First Community Corp (South Carolina),0.32,0.34,-5.88,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,FCCO
17998,Edwards Lifesciences Corp,1.32,1.22,8.2,0,EQUITY,2019-04-23T20:15:08.000Z,TAS,EW
17999,Procter & Gamble Co,1.06,1.03,2.91,0,EQUITY,2019-04-23T11:00:00.000Z,TAS,PG
18000,Four Corners Property Trust Inc,0.26,0.26,0.0,0,EQUITY,2019-04-23T20:05:00.000Z,TAS,FCPT
18001,Franklin Electric Co Inc,0.21,0.4,-47.5,0,EQUITY,2019-04-23T12:00:00.000Z,TAS,FELE
18002,Psychemedics Corp,,,,0,EQUITY,2019-04-24T00:00:00.000Z,AMC,PMD
18003,DNB Financial Corp,0.6,0.57,5.26,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,DNBF
18004,Graphic Packaging Holding Co,0.21,0.18,16.67,0,EQUITY,2019-04-23T10:30:09.000Z,TAS,GPK
18005,Peoples Financial Services Corp,,,,0,EQUITY,2019-04-24T00:00:00.000Z,AMC,PFIS
18006,CIT Group Inc,1.18,1.08,9.26,0,EQUITY,2019-04-23T10:30:00.000Z,TAS,CIT
18007,Fuwei Films (Holdings) Co Ltd,,,,0,EQUITY,2019-04-24T00:00:00.000Z,AMC,FFHL
18008,Northern Trust Corp,,,,0,EQUITY,2019-04-23T11:33:00.000Z,TAS,NTRSP
18009,Verizon Communications Inc,1.2,1.17,2.56,0,EQUITY,2019-04-23T11:30:00.000Z,TAS,VZ
18010,Synovus Financial Corp,0.98,0.89,10.11,0,EQUITY,2019-04-23T10:30:00.000Z,TAS,SNV
18011,Sherwin-Williams Co,3.6,3.66,-1.64,0,EQUITY,2019-04-23T11:00:14.000Z,TAS,SHW
18012,NorthWestern Corp,1.23,1.2,2.5,0,EQUITY,2019-04-23T23:36:15.000Z,TAS,NWE
18013,China Finance Online Co Ltd,,,,0,EQUITY,2019-04-24T00:00:00.000Z,AMC,JRJC
18014,Waters Corp,1.6,1.72,-6.98,0,EQUITY,2019-04-23T10:50:00.000Z,TAS,WAT
18015,Cosmos Holdings Inc,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,COSM
18016,Navient Corp,0.58,0.45,28.89,0,EQUITY,2019-04-23T20:30:19.000Z,TAS,NAVI
18017,TCF Financial Corp,,,,0,EQUITY,2019-04-23T20:10:21.000Z,TAS,TCFCP
18018,Trustmark Corp,0.51,0.52,-1.92,0,EQUITY,2019-04-23T20:30:00.000Z,TAS,TRMK
18019,First Commonwealth Financial Corp,0.25,0.26,-3.85,0,EQUITY,2019-04-23T11:01:47.000Z,TAS,FCF
18020,Meritage Homes Corp,0.65,0.64,1.56,0,EQUITY,2019-04-23T20:30:23.000Z,TAS,MTH
18021,State Street Corp,1.24,1.19,4.2,0,EQUITY,2019-04-23T11:00:00.000Z,TAS,STT
18022,Cass Information Systems Inc,,,,0,EQUITY,2019-04-23T16:30:00.000Z,BMO,CASS
18023,QNB Corp,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,QNBC
18024,Nucor Corp,1.55,1.5,3.33,0,EQUITY,2019-04-23T11:30:05.000Z,TAS,NUE
18025,Hanmi Financial Corp,0.48,0.48,0.0,0,EQUITY,2019-04-23T20:05:41.000Z,TAS,HAFC
18026,Vicor Corp,0.1,0.0,,0,EQUITY,2019-04-23T21:00:00.000Z,TAS,VICR
18027,F.N.B. Corp,0.29,0.27,7.41,0,EQUITY,2019-04-23T10:00:14.000Z,TAS,FNB
18028,Gentex Corp,0.4,0.39,2.56,0,EQUITY,2019-04-24T00:00:00.000Z,TAS,GNTX
18029,FB Financial Corp,0.66,0.59,11.86,0,EQUITY,2019-04-23T13:00:00.000Z,TAS,FBK
18030,FirstEnergy Corp,0.67,0.68,-1.47,0,EQUITY,2019-04-23T20:20:02.000Z,TAS,FE
18031,Iridium Communications Inc,-0.18,-0.22,18.18,0,EQUITY,2019-04-23T11:01:03.000Z,TAS,IRDM
18032,Quest Diagnostics Inc,1.4,1.36,2.94,0,EQUITY,2019-04-23T10:45:04.000Z,TAS,DGX
18033,Harley-Davidson Inc,0.8,0.65,23.08,0,EQUITY,2019-04-23T10:50:04.000Z,TAS,HOG
18034,New Oriental Education & Technology Group Inc,0.69,0.7,-1.43,0,EQUITY,2019-04-23T16:30:00.000Z,BMO,EDU
18035,eBay Inc,0.67,0.63,6.35,0,EQUITY,2019-04-23T20:15:06.000Z,TAS,EBAY
18036,Superior Energy Services Inc,-3.1,-2.45,-26.53,0,EQUITY,2019-04-23T20:16:06.000Z,TAS,SPN
18037,Nextera Energy Partners LP,-0.38,0.45,-184.44,0,EQUITY,2019-04-23T16:30:00.000Z,BMO,NEP
18038,NextEra Energy Inc,2.2,2.05,7.32,0,EQUITY,2019-04-23T16:30:00.000Z,BMO,NEE
18039,Waterstone Financial Inc (Wisconsin),0.24,0.19,26.32,0,EQUITY,2019-04-24T00:00:00.000Z,AMC,WSBF
18040,Oak Ridge Financial Services Inc,,,,0,EQUITY,2019-04-24T00:00:00.000Z,AMC,BKOR
18041,MutualFirst Financial Inc,0.6,0.58,3.45,0,EQUITY,2019-04-23T13:00:24.000Z,TAS,MFSF
18042,First Industrial Realty Trust Inc,-0.01,-0.02,50.0,0,EQUITY,2019-04-23T21:14:45.000Z,TAS,FR
18043,OLB Group Inc,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,OLBG
18044,Greystone Logistics Inc,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,GLGI
18045,Jupai Holdings Ltd,,,,0,EQUITY,2019-04-23T12:00:00.000Z,TAS,JP
18046,Hawaiian Holdings Inc,0.67,0.64,4.69,0,EQUITY,2019-04-23T20:01:11.000Z,TAS,HA
18047,Robert Half International Inc,0.93,0.95,-2.11,0,EQUITY,2019-04-23T20:15:10.000Z,TAS,RHI
18048,Streamline Health Solutions Inc,0.01,-0.01,200.0,0,EQUITY,2019-04-23T13:00:00.000Z,TAS,STRM
18049,Highwoods Properties Inc,0.07,0.29,-75.86,0,EQUITY,2019-04-23T20:16:06.000Z,TAS,HIW
18050,Hasbro Inc,0.21,-0.11,290.91,0,EQUITY,2019-04-23T10:30:00.000Z,TAS,HAS
18051,Veritex Holdings Inc,0.59,0.55,7.27,0,EQUITY,2019-04-23T13:30:00.000Z,TAS,VBTX
18052,MamaMancini's Holdings Inc,0.01,0.01,0.0,0,EQUITY,2019-04-23T16:30:00.000Z,BMO,MMMB
18053,Merit Medical Systems Inc,0.37,0.36,2.78,0,EQUITY,2019-04-23T20:01:19.000Z,TAS,MMSI
18054,PulteGroup Inc,0.59,0.47,25.53,0,EQUITY,2019-04-23T10:30:00.000Z,TAS,PHM
18055,Snap Inc,-0.1,-0.12,16.67,0,EQUITY,2019-04-23T20:10:00.000Z,TAS,SNAP
18056,Itronics Inc,,,,0,EQUITY,2019-04-23T14:59:00.000Z,TNS,ITRO
18057,Mueller Industries Inc,0.28,0.57,-50.88,0,EQUITY,2019-04-23T11:00:00.000Z,TAS,MLI
18058,Watsco Inc,0.88,0.88,0.0,0,EQUITY,2019-04-23T11:30:35.000Z,TAS,WSO
18059,Polaris Inc,1.08,0.91,18.68,0,EQUITY,2019-04-23T10:00:00.000Z,TAS,PII
18060,Texas Instruments Inc,1.26,1.13,11.5,0,EQUITY,2019-04-23T20:01:08.000Z,TAS,TXN
18061,Twitter Inc,0.37,0.15,146.67,0,EQUITY,2019-04-23T11:00:07.000Z,TAS,TWTR
18062,Teradyne Inc,0.54,0.44,22.73,0,EQUITY,2019-04-23T21:00:00.000Z,TAS,TER
18063,K12 Inc,0.44,0.37,18.92,0,EQUITY,2019-04-23T20:30:00.000Z,TAS,LRN
18064,Valmont Industries Inc,1.66,1.74,-4.6,0,EQUITY,2019-04-23T22:05:03.000Z,TAS,VMI
18065,TransUnion,0.6,0.59,1.69,0,EQUITY,2019-04-23T10:50:12.000Z,TAS,TRU
18066,ASGN Inc,0.93,0.95,-2.11,0,EQUITY,2019-04-24T20:15:00.000Z,TAS,ASGN
18067,Atlantic Union Bankshares Corp,0.66,0.67,-1.49,0,EQUITY,2019-04-24T11:30:35.000Z,TAS,AUB
18068,Avery Dennison Corp,1.48,1.45,2.07,0,EQUITY,2019-04-24T10:45:00.000Z,TAS,AVY
18069,Ameriprise Financial Inc,3.75,3.65,2.74,0,EQUITY,2019-04-24T20:10:01.000Z,TAS,AMP
18070,Apollo Commercial Real Estate Finance Inc,0.5,0.46,8.7,0,EQUITY,2019-04-24T20:15:45.000Z,TAS,ARI
18071,Axalta Coating Systems Ltd,0.34,0.22,54.55,0,EQUITY,2019-04-24T10:45:08.000Z,TAS,AXTA
18072,AXIS Capital Holdings Ltd,1.24,1.41,-12.06,0,EQUITY,2019-04-24T20:15:00.000Z,TAS,AXS
